Frequency,Input,Callsign,Description,System/Category,Tag,Updated
451.33750,456.33750,WQIN244,Community High School District 218: Operations (low power),Proviso Township High School District 209,Schools,2009:09:23
451.35000,456.35000,WPVT793,Fueling Operations,Signature Flight Support Services,Business,2008:12:22
451.35000,456.35000,KNAL929,Operations (possibly D465),St. James Hospital Medical Center (Chicago Heights),Business,2010:12:27
451.36250,,WPMT471,Water Distribution Data (also 458.5625),Barrington,Data,2006:08:09
451.36250,456.36250,WPPV499,Maintenance (Tinley Park)(SD#230),Tinley Park Schools,Schools,2009:09:21
451.36250,,WPPV499,Portables,Consolidated High School District 230 (Orland Park/Palos Hills),Schools,2010:03:14
451.36250,457.36250,WQOH747,Operations (in use),Millennium Park (Chicago),Business,2013:09:13
451.36250,456.36250,WQNP534,Virgin America,Airlines - Others Ground Operations,Business,2012:05:26
451.37500,,,Site 001 Site-1,Chicago 2-Way - UHF,TRS,2000:01:01
451.38750,,WQJA556,Operations,Westwood College (Chicago),Schools,2008:11:10
451.38750,456.38750,WQLV455,Ops/Security (in use 7/14),Chicago Cubs (Wrigley Field),Business,2014:07:28
451.38750,456.38750,WQLF761,Argo High School Distirct 217 (Summit),Summit (Argo) Schools,Schools,2010:01:10
451.38750,,WPSR469,Operations (RPSD#96),Riverside / Brookfield Schools,Schools,2009:09:23
451.40000,,,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
451.40000,,,Site 103 Chicago (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2008:10:11
451.40000,,,Site 001 Site-1,Chicago 2-Way - UHF,TRS,2000:01:01
451.41250,456.41250,WQLV455,Ops/Security (in use 7/14),Chicago Cubs (Wrigley Field),Business,2014:07:28
451.41250,,WPJQ301,Utility Data,Arlington Heights,Public Works,2006:08:06
451.42500,456.42500,WPMI240,Niles North High School [Ch 1],Niles - Schools,Schools,2008:12:30
451.42500,,WPMI240,Niles North High School [Ch 3],Niles - Schools,Schools,2008:12:30
451.43750,456.43750,WQIZ997,Corless High School (821 E 103rd),Chicago School District 299,Schools,2009:06:02
451.43750,,WPZP427,Operations (Hanover Park),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
451.43750,,KNCC780,"Admin, Safety, Security (SD21)",Wheeling -- Schools,Schools,2009:09:21
451.43750,456.43750,WQIZ997,Corliss High School (821 E 3rd),Chicago School District 299,Schools,2009:09:23
451.45000,456.45000,WPEU271,Standard Parking Corporation [Ch 3],Transit/Valet/Parking,Business,2012:06:06
451.45000,456.45000,WPEU271,Standard Parking Corporation,Transit/Valet/Parking,Business,2008:01:28
451.45000,,KNCC780,"Admin, Safety, Security (SD21)",Wheeling -- Schools,Schools,2009:09:21
451.45000,,WPZP427,Operations (Streamwood),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
451.45000,456.45000,WPEU271,Standard Parking Corporation - Cab/Limo Spotters [O'Hare Airport,Taxi Cabs,Transportation,2007:08:07
451.45000,,WQGZ775,Memorial Library: Maintenance / Admin,Arlington Heights,Public Works,2007:06:23
451.45000,456.45000,WQBA373,Facilities and Maintenance: Parking,University of Illinois - Chicago (Multiple Locations),Schools,2010:12:06
451.46250,,,Site 101 Unidentified LCN,American Airlines (O'Hare),TRS,2008:11:16
451.46250,,WPYW312,Security / Engineers,Fairmont Hotel,Business,2009:09:09
451.48750,456.18750,WPEE422,Southwest Airlines: Baggage related comms,Southwest Airlines,Business,2005:12:08
451.48750,,KNCC780,"Admin, Safety, Security (SD21)",Wheeling -- Schools,Schools,2009:09:21
451.48750,456.48750,WPWV766,Utilities: SCADA Data,Homewood,Data,2008:12:28
451.50000,,,Site 101 Unverified LCN,Comlink Wireless (Posen),TRS,2008:12:05
451.50000,,WPXG904,Operations,Rush Presbyterian Saint Lukes Medical Center (Chicago),Business,2009:09:22
451.50000,456.50000,WQFT640,Operations,Evanston Hospital,Business,2006:11:06
451.50000,,WQGZ775,Memorial Library: Maintenance / Admin,Arlington Heights,Public Works,2007:06:23
451.51250,456.51250,WQNL735,West - Security [Ch 3/4],Proviso Township High School District 209,Security,2013:12:21
451.51250,,WPSR469,Operations (RPSD#96),Riverside / Brookfield Schools,Schools,2009:09:23
451.52500,456.52500,WPMG769,Schaumburg Dial-A-Ride (First Student),Miscellaneous,Transportation,2009:09:09
451.52500,456.52500,WPMG769,Dial-A-Ride (First Student),Schaumburg,Transportation,2011:01:08
451.53750,,WQJA556,Operations,Westwood College (Chicago),Schools,2008:11:10
451.56250,,WPFS254,High School Operations (w/phone Interconnect),Elk Grove Schools,Schools,2009:01:16
451.56250,456.56250,WQJP332,Operations,Barrington Community Unit School District 220,Schools,2008:10:20
451.58750,456.58750,WQLV455,Ops/Security (in use 7/14),Chicago Cubs (Wrigley Field),Business,2014:07:28
451.58750,456.58750,WQOH747,Security (was D311),Millennium Park (Chicago),Security,2013:09:13
451.58750,,WPSR469,Operations (RPSD#96),Riverside / Brookfield Schools,Schools,2009:09:23
451.60000,,,Site 101 WPDJ532,Evanston Northwest Healthcare (Cook),TRS,2000:01:01
451.61250,,WQGW685,Engineering (College of Law),Illinois Institute of Technology (Chicago),Schools,2007:06:12
451.61250,456.61250,WQJP332,Operations,Barrington Community Unit School District 220,Schools,2008:10:20
451.62500,,,Site 001 Site-1,Chicago 2-Way - UHF,TRS,2000:01:01
451.62500,456.62500,WPQF920,Patient Transporation - Old  [Expired 6/05],Glenbrook Hospital (Glenview),Deprecated,2010:12:26
451.62500,456.62500,,Patient Transportation (no longer in use?),Evanston Hospital,Transportation,2008:09:05
451.63750,,WPZP427,Operations (Streamwood),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
451.63750,456.63750,WQLL684,Matteson Public Library,Matteson,Public Works,2010:03:22
451.66250,,WQLK301,Ops (SD68),Skokie Schools,Schools,2010:03:07
451.66250,,WPSR469,Operations (RPSD#96),Riverside / Brookfield Schools,Schools,2009:09:23
451.67500,456.67500,WPTL419,International Truck and Engine Corp: Security (Melrose Park),Businesses - Melrose Park,Security,2009:01:21
451.70000,,,Security,Chicago Bears (Soldier Field),Security,2005:09:01
451.71250,,,Site 101 Unidentified LCN,American Airlines (O'Hare),TRS,2008:11:16
451.71250,456.71250,WQLV455,Ops/Security (in use 7/14),Chicago Cubs (Wrigley Field),Business,2014:07:28
451.72500,456.72500,WQAG826,Standard Parking,Support Services / Businesses,Business,2012:06:06
451.72500,456.72500,WQDE606,Lake Meadow/Prairie Shores: Security/Engineering (downtown),Apartments / High Rise Condos,Business,2007:05:13
451.72750,456.72750,WPPV499,Maintenance (Tinley Park)(SD#230),Tinley Park Schools,Schools,2009:09:21
451.73750,,WPYW312,Food and Beverage (Meetings),Fairmont Hotel,Business,2009:09:09
451.73750,456.72750,WQLV455,Ops/Security (in use 7/14),Chicago Cubs (Wrigley Field),Business,2014:07:28
451.73750,,WPPV499,Portables,Consolidated High School District 230 (Orland Park/Palos Hills),Schools,2010:03:14
451.76250,456.76250,WPYH578,Operations,John G Shedd Aquarium (Chicago),Business,2009:01:30
451.76750,,WPSR469,Operations (RPSD#96),Riverside / Brookfield Schools,Schools,2009:09:23
451.77500,,,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
451.78750,,,Site 101 Chicago [Unidentified LCN),RadiLink (Chicago),TRS,2015:05:01
451.81250,456.81250,,PMSA - Security [Ch 13/14],Proviso Township High School District 209,Security,2013:12:21
451.81250,456.81250,,School Ops [unlicensed],Proviso Math and Science Academy (Forest Park),Schools,2005:09:27
451.81250,456.81250,,PSMA - Maintenance [Ch 15/16],Proviso Township High School District 209,Schools,2013:12:21
451.82500,456.82500,WPPB802,Buses,First Student / Laidlaw,Schools,2009:01:30
451.82500,,,Site 101 Posen (Unidentified LCN),Lakeland Communications (Cook County),TRS,2000:01:01
451.83750,,,Site 101 Chicago [Unidentified LCN),RadiLink (Chicago),TRS,2015:05:01
451.83750,,,Site 050 Chicago,Comlink Wireless (Metro Chicago Passport),TRS,2015:07:27
451.83750,456.83750,WQBK436,Nippon Cargo Airlines: Ground Activities,Cargo / Shipping Companies,Business,2008:11:16
451.85000,,,Fire Soccer?,Chicago Bears (Soldier Field),Business,2005:08:12
451.85000,,WPXG904,Operations,Rush Presbyterian Saint Lukes Medical Center (Chicago),Business,2009:09:22
451.85000,456.85000,WQFU603,Patient Transportation (Voice Inversion Scrambled),Glenbrook Hospital (Glenview),Transportation,2008:12:28
451.85000,456.85000,WQFU603,Patient Transportation (Voice Inversion),Evanston Hospital,Transportation,2008:09:05
451.85000,456.85000,WPQI248,ATA Airlines: Ramp Ops [CANCELED],Airlines - Ground Operations,Business,2008:12:22
451.85000,,,Site 001 Confirmed LCN,RC Electronics (Chicago),TRS,2008:12:15
451.86250,456.86250,WPWB743,Thornton Frac TS HS #215: Security 11K,Calumet City Schools,Security,2009:09:21
451.86250,,WPZP427,Operations (Bartlett),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
451.86250,,,Site 101 Unidentified LCN,American Airlines (O'Hare),TRS,2008:11:16
451.87500,,,Site 050 Chicago,Comlink Wireless (Metro Chicago Passport),TRS,2015:07:27
451.87500,456.87500,WPWS492,Near North Montessori School,Chicago School District 299,Schools,2009:09:22
451.87500,,WPZK891,Ops/Maintenance/Security,Chicago School District 299,Schools,2009:06:01
451.88750,456.88750,WPWB330,Niles North High School [Ch 6],Niles - Schools,Schools,2008:12:30
451.88750,456.88750,WPLY275,Air Wisconsin: Concourse F Gate F16,Airlines - Others Ground Operations,Business,2008:11:16
451.88750,,WPZP427,Operations (Hanover Park),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
451.88750,,WPWB330,Niles North High School [Ch 8],Niles - Schools,Schools,2008:12:30
451.88750,,WQEM213,School Ops,Bridgeview - Schools,Schools,2007:06:12
451.88750,,KNCC780,"Admin, Safety, Security (SD21)",Wheeling -- Schools,Schools,2009:09:21
451.88750,,WQEM213,Operations,Indian Springs School District 1 (Bridgeview),Schools,2009:09:11
451.90000,456.90000,WPSI664,Rhodes School: Buses,River Grove - Schools,Schools,2009:09:09
451.91250,,WPZP427,Operations (Streamwood),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
451.91250,,KNCC780,"Admin, Safety, Security (SD21)",Wheeling -- Schools,Schools,2009:09:21
451.92500,456.92500,WPLE519,Security/Maintenance/Ops,Bethany Methodist Hospital (Chicago),Business,2008:01:30
451.93750,456.39750,WPUA777,Operations,Oak Park Hospital (Oak Park),Business,2005:12:06
451.93750,456.93750,WQHA477,Signature Flight Support Services,Chicago Executive Airport [PWK],Business,2012:07:29
451.93750,,,Site 101 WPDJ532,Evanston Northwest Healthcare (Cook),TRS,2000:01:01
451.95000,,,Site 001 Site-1,Chicago 2-Way - UHF,TRS,2000:01:01
451.95000,,,Site 001 Confirmed LCN,RC Electronics (Chicago),TRS,2008:12:15
451.96250,,,Site 102 Unconfirmed LCNs,RC Electronics (Chicago),TRS,2008:12:15
451.96250,,,Site 101 Chicago [Unidentified LCN),RadiLink (Chicago),TRS,2015:05:01
451.96250,,,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
451.96250,456.96250,WPVA490,Buses (Downton Chi),Cook Illinois Corporation - School Buses,Schools,2009:09:21
451.97500,,,Site 102 Unconfirmed LCNs,RC Electronics (Chicago),TRS,2008:12:15
451.97500,,,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
451.98750,456.98750,,Navy Pier Housekeeping / Grand Ballroom [Ch 14],Navy Pier / Metropolitan Pier and Exposition Authority,Business,2009:10:28
451.98750,,,Site 101 Chicago [Unidentified LCN),RadiLink (Chicago),TRS,2015:05:01
451.98750,,,Site 102 Unconfirmed LCNs,RC Electronics (Chicago),TRS,2008:12:15
451.98750,,WQEV221,Portillos (Dempster St),Miscellaneous,Business,2013:02:18
451.98750,,,Site 054 Gurnee (aka Warren Township),Comlink Wireless (Metro Chicago Passport),TRS,2015:07:27
452.01250,457.01250,WQNG816,Operations,Prospect Airport Services,Business,2008:07:23
452.01250,457.01250,WPUC276,"Buses (Crestwood, possibly trunked)",Cook Illinois Corporation - School Buses,Schools,2011:10:28
452.01250,457.01250,WPWT752,"N/S High School: Ops [Ch 1, Deleted 8/11",Glenview / Glenbrook Schools,Deprecated,2011:08:31
452.02500,,,Site 103 Chicago (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2008:10:11
452.02500,,,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
452.03750,,,Site 101 Unidentified LCN,American Airlines (O'Hare),TRS,2008:11:16
452.05000,,WPQI568,Eli Whitney Elementary School [Term],Chicago School District 299,Schools,2009:09:21
452.06250,457.06250,WPYH578,Operations,John G Shedd Aquarium (Chicago),Business,2009:01:30
452.06250,,WPYW312,Food and Beverage,Fairmont Hotel,Business,2009:09:09
452.06250,457.06250,WQVF579,SD 155: Maintenance,Calumet City Schools,Schools,2009:06:02
452.07500,,,Site 101 Posen (Unidentified LCN),Lakeland Communications (Cook County),TRS,2000:01:01
452.08750,,WQLK301,Ops (SD68),Skokie Schools,Schools,2010:03:07
452.08750,,WPZP427,Operations (Bartlett),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
452.11250,,WPZP427,Operations (Hanover Park),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
452.12500,457.12500,WPNQ474,ATA Airlines: Aircraft Maintenance [CANCELED],Airlines - Ground Operations,Business,2008:12:22
452.12500,457.12500,WPQD650,Northwest Airlines: Ground,Airlines - Others Ground Operations,Business,2008:11:16
452.12500,456.12500,WQEN744,Administration,Glenbrook Hospital (Glenview),Business,2008:10:18
452.12500,457.15000,WQEN744,Hospital Administration,Evanston Hospital,Business,2008:09:05
452.13750,457.13750,WIJ340,Bus Operations,CTA / Metra / Pace,Deprecated,2009:01:16
452.13750,,WQLK301,Ops (SD68),Skokie Schools,Schools,2010:03:07
452.15000,457.15000,WPYQ710,Globe Ground North America: Airline Support,Miscellaneous,Business,2008:11:16
452.15000,,WPZP427,Operations (Streamwood),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
452.17500,457.17500,WQSM547,Mall operations,Fashion Outlets of Chicago (Rosemont),Business,2014:09:20
452.17500,,,Site 001 Site-1,Chicago 2-Way - UHF,TRS,2000:01:01
452.18125,,,Site 110 Posen,Diga-Talk (NID-14),TRS,2013:11:25
452.18750,,,Site 101 Unidentified LCN,American Airlines (O'Hare),TRS,2008:11:16
452.19375,,,Site 110 Posen,Diga-Talk (NID-14),TRS,2013:11:25
452.20000,,WPWT752,GSHS: Operations,Glenview / Glenbrook Schools,Schools,2012:10:08
452.20000,457.20000,WQGW685,Engineering (College of Law),Illinois Institute of Technology (Chicago),Schools,2007:06:12
452.21250,457.21250,WQCG487,"Security, Maintenance, Housekeeping, Admin",University Center of Chicago,Schools,2007:09:14
452.21250,,,Site 011 Sears 2 [Cook],A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
452.21250,,,Site 104 Melrose Park,Diga-Talk (NID-14),TRS,2010:02:09
452.21250,457.01250,WPWT752,"N/S High School: Ops [Ch 2, Deleted 8/11]",Glenview / Glenbrook Schools,Deprecated,2011:08:31
452.22500,457.22500,WPEE422,Southwest Airlines: Gates Ops,Southwest Airlines,Business,2008:12:22
452.22500,457.22500,WPKS508,Checker Taxi: Data 1,Taxi Cabs,Data,2009:08:23
452.23570,,,Site 101 Chicago [Unidentified LCN),RadiLink (Chicago),TRS,2015:05:01
452.25000,,,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
452.25000,,,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
452.26250,457.26250,WQFU603,Operations (no traffic 9/4/08/licensed as YG),Evanston Hospital,Business,2008:09:04
452.26250,,WQDZ391,North Berwyn School District 98,Berwyn - Schools,Schools,2007:06:12
452.26250,,,Site 101 Chicago [Unidentified LCN),RadiLink (Chicago),TRS,2015:05:01
452.26875,,,Site 110 Posen,Diga-Talk (NID-14),TRS,2013:11:25
452.27500,457.27500,WPMN475,Checker Taxi: Data [Ch 4] (Yellow Group),Taxi Cabs,Data,2011:12:21
452.27500,,,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
452.28750,457.28750,WPYH578,Operations,John G Shedd Aquarium (Chicago),Business,2009:01:30
452.28750,,WQLK301,Ops (SD68),Skokie Schools,Schools,2010:03:07
452.28750,457.28750,WQIY500,Operations (LP R),Shriners Hospital for Children (Chicago),Business,2010:03:14
452.28750,457.28750,WQNL735,East - Maintenance [Ch 5/6],Proviso Township High School District 209,Schools,2013:12:21
452.28750,457.28750,WQNL735,East - Admin [Ch 7/8],Proviso Township High School District 209,Schools,2013:12:21
452.28750,,WQCG487,"Security, Maintenance, Housekeeping, Admin",University Center of Chicago,Schools,2007:09:14
452.30000,,,Site 001 Site-1,Chicago 2-Way - UHF,TRS,2000:01:01
452.32500,457.32500,WPPY880,South HS: Maintenance (La Grange),Lyons Township High School District #04,Schools,2009:09:09
452.32500,457.32500,WPRT922,Morton West HS: Admin/Security (Berwyn),Cicero - Schools,Schools,2009:09:09
452.33750,,WPZP427,Operations (Bartlett),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
452.33750,,,Site 101 Unidentified LCN,American Airlines (O'Hare),TRS,2008:11:16
452.35000,457.35000,KSB694,Yellow Taxi: Data,Taxi Cabs,Data,2009:08:23
452.36250,457.36250,WPWP948,Yellow Cab (Chi/CrLake),Taxi Cabs,Transportation,2011:08:24
452.36875,,,Site 110 Posen,Diga-Talk (NID-14),TRS,2013:11:25
452.37500,457.37500,WPPZ427,Security/Maintenance/Housekeeping,Resurrection Medical Center (Chicago),Business,2009:09:14
452.37500,457.37500,WNDA407,Woodfield Mall - Security [Ch 1],Woodfield Mall (Schaumburg),Security,2010:01:24
452.38750,,,Site 101 Chicago [Unidentified LCN),RadiLink (Chicago),TRS,2015:05:01
452.38750,457.38750,WPWP948,Yellow Cab (Chi/CrLake),Taxi Cabs,Transportation,2011:08:24
452.40000,,WPEE422,Southwest Airlines: Provisioning (loading aircraft with food/beverages),Southwest Airlines,Business,2008:06:02
452.40000,457.40000,WQEN744,Operations,Evanston Hospital,Business,2007:11:09
452.40000,457.40000,WQEN744,Operations,Glenbrook Hospital (Glenview),Business,2010:12:26
452.42500,457.42500,WQHH990,Burr Ridge Village Center (Shopping Mall),Miscellaneous,Business,2012:11:15
452.42500,,,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
452.43750,457.43750,WPSJ519,Security,Loretto Hospital (Chicago),Security,2009:09:09
452.43750,,,Site 011 Sears 2 [Cook],A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
452.45000,457.45000,WPZP419,Security,Resurrection Medical Center (Chicago),Business,2010:12:27
452.45000,457.45000,WQCQ517,School District #28: repeater (1745 Maple),Northbrook - Schools,Schools,2008:12:30
452.45000,457.45000,WPQJ367,Operations,Holy Family Medical Center (Des Plaines),Business,2009:09:14
452.46250,,,Site 110 Posen,Diga-Talk (NID-14),TRS,2013:11:25
